Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:22:42,2018-07-10 12:23:08,25.354s,PASSED
,,,,,,
Test Cases/SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:22:43,2018-07-10 12:23:08,24.816s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-10 12:22:43,2018-07-10 12:22:48,4.691s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-10 12:22:48,2018-07-10 12:22:52,4.331s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:22:52,2018-07-10 12:22:53,0.168s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-10 12:22:53,2018-07-10 12:22:53,0.396s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:22:53,2018-07-10 12:22:53,0.201s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:22:53,2018-07-10 12:22:53,0.052s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:22:53,2018-07-10 12:22:53,0.152s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:22:53,2018-07-10 12:23:03,10.137s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:23:03,2018-07-10 12:23:07,3.408s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.004s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.006s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.011s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.002s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.006s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.000s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.001s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.006s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:07,0.000s,NOT_RUN
closeBrowser,Chrome 67.0.3396.99,,2018-07-10 12:23:07,2018-07-10 12:23:08,0.687s,PASSED
