Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Snapdeal Web Page,Firefox 62.0,,2018-07-09 15:14:19,2018-07-09 15:14:34,15.752s,FAILED
,,,,,,
Test Cases/Snapdeal Web Page,Firefox 62.0,,2018-07-09 15:14:19,2018-07-09 15:14:34,14.910s,FAILED
openBrowser,Firefox 62.0,,2018-07-09 15:14:19,2018-07-09 15:14:27,7.450s,PASSED
navigateToUrl,Firefox 62.0,,2018-07-09 15:14:27,2018-07-09 15:14:29,2.350s,PASSED
waitForElementPresent,Firefox 62.0,,2018-07-09 15:14:29,2018-07-09 15:14:29,0.277s,PASSED
verifyElementPresent,Firefox 62.0,,2018-07-09 15:14:29,2018-07-09 15:14:30,0.241s,PASSED
click,Firefox 62.0,,2018-07-09 15:14:30,2018-07-09 15:14:31,0.971s,PASSED
waitForElementPresent,Firefox 62.0,,2018-07-09 15:14:31,2018-07-09 15:14:32,1.033s,PASSED
verifyElementPresent,Firefox 62.0,,2018-07-09 15:14:32,2018-07-09 15:14:32,0.635s,PASSED
click,Firefox 62.0,,2018-07-09 15:14:32,2018-07-09 15:14:33,0.316s,PASSED
setText,Firefox 62.0,,2018-07-09 15:14:33,2018-07-09 15:14:33,0.364s,PASSED
click,Firefox 62.0,,2018-07-09 15:14:33,2018-07-09 15:14:33,0.478s,PASSED
click,Firefox 62.0,,2018-07-09 15:14:33,2018-07-09 15:14:34,0.410s,FAILED
