Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:24:23,2018-07-10 12:24:47,24.243s,PASSED
,,,,,,
Test Cases/SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:24:23,2018-07-10 12:24:47,23.767s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-10 12:24:24,2018-07-10 12:24:28,4.285s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-10 12:24:28,2018-07-10 12:24:33,4.648s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:33,0.082s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:33,0.479s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:33,0.155s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:33,0.046s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:33,0.091s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:24:33,2018-07-10 12:24:44,10.079s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:24:44,2018-07-10 12:24:46,2.495s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.005s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.003s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.003s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.006s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.003s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.003s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.005s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.003s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.069s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.007s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.002s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.000s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.004s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.004s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.004s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:46,0.001s,NOT_RUN
closeBrowser,Chrome 67.0.3396.99,,2018-07-10 12:24:46,2018-07-10 12:24:47,0.760s,PASSED
