Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:38:48,2018-07-10 12:39:16,27.828s,PASSED
,,,,,,
Test Cases/SD Banner,Chrome 67.0.3396.99,,2018-07-10 12:38:49,2018-07-10 12:39:15,26.968s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-10 12:38:50,2018-07-10 12:38:55,5.324s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-10 12:38:55,2018-07-10 12:38:59,4.489s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:38:59,2018-07-10 12:39:00,0.343s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-10 12:39:00,2018-07-10 12:39:00,0.517s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:39:00,2018-07-10 12:39:00,0.157s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:39:00,2018-07-10 12:39:00,0.041s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:39:00,2018-07-10 12:39:00,0.074s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:39:00,2018-07-10 12:39:11,10.529s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 12:39:11,2018-07-10 12:39:15,3.582s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.003s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.003s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.016s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.003s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.027s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.005s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.004s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.003s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.004s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.006s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.007s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.007s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.004s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.004s,NOT_RUN
back,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.006s,NOT_RUN
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.004s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.009s,NOT_RUN
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.029s,NOT_RUN
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.005s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.002s,NOT_RUN
closeBrowser,Chrome 67.0.3396.99,,2018-07-10 12:39:15,2018-07-10 12:39:15,0.709s,PASSED
