Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Snapdeal Web Page,Chrome 67.0.3396.99,,2018-07-09 17:26:49,2018-07-09 17:27:07,17.845s,FAILED
,,,,,,
Test Cases/Snapdeal Web Page,Chrome 67.0.3396.99,,2018-07-09 17:26:49,2018-07-09 17:26:59,9.540s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-09 17:26:50,2018-07-09 17:26:53,3.533s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-09 17:26:53,2018-07-09 17:26:57,3.947s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:26:57,2018-07-09 17:26:57,0.109s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:26:57,2018-07-09 17:26:58,0.141s,PASSED
click,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:58,0.185s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:58,0.050s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:58,0.036s,PASSED
click,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:58,0.365s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:58,0.162s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-09 17:26:58,2018-07-09 17:26:59,0.617s,FAILED
,,,,,,
Test Cases/Snapdeal Web Page,Chrome 67.0.3396.99,,2018-07-09 17:26:59,2018-07-09 17:27:06,7.314s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-09 17:26:59,2018-07-09 17:27:02,2.668s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-09 17:27:02,2018-07-09 17:27:05,3.147s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:05,0.100s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:05,0.043s,PASSED
click,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:05,0.309s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:05,0.056s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:05,0.050s,PASSED
click,Chrome 67.0.3396.99,,2018-07-09 17:27:05,2018-07-09 17:27:06,0.206s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-09 17:27:06,2018-07-09 17:27:06,0.196s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-09 17:27:06,2018-07-09 17:27:06,0.496s,FAILED
