Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SD Banner,Chrome 67.0.3396.99,,2018-07-10 11:17:02,2018-07-10 11:18:41,1m - 39.132s,PASSED
,,,,,,
Test Cases/SD Banner,Chrome 67.0.3396.99,,2018-07-10 11:17:02,2018-07-10 11:18:41,1m - 38.452s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-10 11:17:03,2018-07-10 11:17:09,6.045s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-10 11:17:09,2018-07-10 11:17:13,3.749s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:13,2018-07-10 11:17:13,0.296s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 11:17:13,2018-07-10 11:17:13,0.063s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 11:17:13,2018-07-10 11:17:13,0.084s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 11:17:13,2018-07-10 11:17:24,10.147s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:24,2018-07-10 11:17:27,3.159s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 11:17:27,2018-07-10 11:17:28,1.414s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 11:17:28,2018-07-10 11:17:28,0.163s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:28,2018-07-10 11:17:29,0.509s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 11:17:29,2018-07-10 11:17:29,0.098s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 11:17:29,2018-07-10 11:17:29,0.142s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 11:17:29,2018-07-10 11:17:39,10.155s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:39,2018-07-10 11:17:42,2.817s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 11:17:42,2018-07-10 11:17:46,4.298s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 11:17:46,2018-07-10 11:17:46,0.010s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:46,2018-07-10 11:17:46,0.100s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 11:17:46,2018-07-10 11:17:47,0.043s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 11:17:47,2018-07-10 11:17:47,0.084s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 11:17:47,2018-07-10 11:17:57,10.189s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:17:57,2018-07-10 11:18:00,3.270s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 11:18:00,2018-07-10 11:18:01,1.402s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 11:18:01,2018-07-10 11:18:02,0.115s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:18:02,2018-07-10 11:18:02,0.484s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 11:18:02,2018-07-10 11:18:02,0.081s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 11:18:02,2018-07-10 11:18:02,0.181s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 11:18:02,2018-07-10 11:18:13,10.191s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:18:13,2018-07-10 11:18:15,2.082s,PASSED
back,Chrome 67.0.3396.99,,2018-07-10 11:18:15,2018-07-10 11:18:16,1.507s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-10 11:18:16,2018-07-10 11:18:16,0.102s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:18:16,2018-07-10 11:18:17,0.356s,PASSED
waitForElementPresent,Chrome 67.0.3396.99,,2018-07-10 11:18:17,2018-07-10 11:18:17,0.104s,PASSED
waitForElementClickable,Chrome 67.0.3396.99,,2018-07-10 11:18:17,2018-07-10 11:18:17,0.184s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-10 11:18:17,2018-07-10 11:18:27,10.257s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 11:18:27,2018-07-10 11:18:40,13.076s,PASSED
closeBrowser,Chrome 67.0.3396.99,,2018-07-10 11:18:40,2018-07-10 11:18:41,0.723s,PASSED
